query,course_id,course_name,relevance_grade,explanation,confidence,judgment_source
cloud computing with AWS,601,Cloud Native Foundations,3,title matches=1; skills matches=2; description matches=4,0.95,AI-assisted
cloud computing with AWS,683,Introduction to AWS Cloud Careers,3,title matches=2; skills matches=2; description matches=4,0.95,AI-assisted
cloud computing with AWS,10897,Getting Started with AWS CloudFormation,3,title matches=3; skills matches=3; description matches=3; certification match=Unknown,0.95,AI-assisted
cloud computing with AWS,1737,Starting your Career with AWS Cloud,3,title matches=3; skills matches=2; description matches=4,0.95,AI-assisted
cloud computing with AWS,6164,Configuring your IDE for absolute beginners with AWS Cloud9,3,title matches=3; skills matches=2; description matches=2,0.95,AI-assisted
cloud computing with AWS,8295,Orchestrating the Cloud with Kubernetes (AWS),3,title matches=3; skills matches=2; description matches=1,0.95,AI-assisted
cloud computing with AWS,15095,Cloud Computing Essentials with Azure Management,3,title matches=3; skills matches=2; description matches=3; certification match=Unknown,0.95,AI-assisted
cloud computing with AWS,43,Crash Course on Python,2,certification match=Shareable Certificate,0.53,AI-assisted
Google Cloud architecture certification,20310,Flowgear Technical Certification,1,title matches=1,0.69,AI-assisted
Google Cloud architecture certification,16398,Cloud Architecture with Google Cloud,3,title matches=3; skills matches=3; certification match=PROFESSIONAL CERTIFICATE,0.95,AI-assisted
Google Cloud architecture certification,22088,Kubernetes On The Cloud & The CNCF CKA Certification,2,title matches=2,0.93,AI-assisted
Google Cloud architecture certification,4335,Tencent Cloud Solutions Architect Associate,2,title matches=1; skills matches=1; description matches=2; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,451,Preparing for Google Cloud Certification: Cloud Architect Professional Certificate,3,title matches=3; subject matches=1; description matches=3; certification match=Shareable Certificate,0.95,AI-assisted
Google Cloud architecture certification,19714,Introduction to Docker and the DCA Certification,1,title matches=1,0.69,AI-assisted
Google Cloud architecture certification,3729,Preparing for your Professional Cloud Architect Journey,3,title matches=1; skills matches=3; description matches=3; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,3732,Preparing for your Professional Data Engineer Journey,3,skills matches=3; description matches=2; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,3769,Preparing for Your Professional Cloud Security Engineer Journey,3,title matches=1; skills matches=3; description matches=4; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,6174,Connecter et protéger : réseaux et sécurité des réseaux,3,skills matches=2; description matches=4; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,16421,"Database, Big Data, and DevOps Services in GCP",2,skills matches=1; description matches=4; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,16519,Deploying SAP on Google Cloud,3,title matches=2; description matches=4; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,8385,Networking in Google Cloud: Network Architecture,3,title matches=3; skills matches=3; description matches=3; certification match=Unknown,0.95,AI-assisted
Google Cloud architecture certification,23765,Preparing for Google Cloud Certification: Cloud Network Engineer,3,title matches=3; skills matches=3,0.95,AI-assisted
Google Cloud architecture certification,23766,Preparing for Google Cloud Certification: Cloud Developer,3,title matches=3; skills matches=3,0.95,AI-assisted
Google Cloud architecture certification,23771,Preparing for Google Cloud Certification: Cloud Security Engineer,3,title matches=3; skills matches=3; certification match=Professional Certificate,0.95,AI-assisted
Google Cloud architecture certification,23775,Preparing for Google Cloud Certification: Cloud Data Engineer,3,title matches=3; skills matches=3; certification match=Professional Certificate,0.95,AI-assisted
Google Cloud architecture certification,27,Entrepreneurial Finance,0,No strong topical match found.,0.45,AI-assisted
SQL database design for beginners,18850,SQL Database for Beginners,3,title matches=4; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,7761,MySQL Database Administration: Beginner SQL Database Design,3,title matches=3,0.95,AI-assisted
SQL database design for beginners,7708,The Complete Database Design & Modeling Beginners Tutorial,3,title matches=3; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,7510,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,3,title matches=3,0.95,AI-assisted
SQL database design for beginners,21531,Basics of Database Design & Development,2,title matches=2,0.93,AI-assisted
SQL database design for beginners,22792,Database Design,2,title matches=2,0.93,AI-assisted
SQL database design for beginners,2273,Snowflake for Beginners: Make your First Snowsight Dashboard,3,title matches=2; skills matches=1; description matches=4; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,4755,Oracle SQL Practice Course,3,title matches=1; skills matches=3; description matches=5,0.95,AI-assisted
SQL database design for beginners,4807,Oracle Database Foundations,3,title matches=1; skills matches=2; description matches=5; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,5834,Building Services with ASP.NET Web API,2,skills matches=1; description matches=5,0.95,AI-assisted
SQL database design for beginners,7615,SQLServer for Beginners: Database Design & CRUD Operations,3,title matches=5; skills matches=2; description matches=3; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,7824,REST APIs with Flask and Python in 2024,3,skills matches=2; description matches=5,0.95,AI-assisted
SQL database design for beginners,4352,SQL: A Practical Introduction for Querying Databases,3,title matches=3; skills matches=4; subject matches=1; description matches=3; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,979,Database Design and Basic SQL in PostgreSQL,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
SQL database design for beginners,2025,Computer Science for Databases using SQL,3,title matches=3; skills matches=3; description matches=4,0.95,AI-assisted
SQL database design for beginners,4674,Migrate to Cloud SQL for PostgreSQL using Database Migration Service,3,title matches=3; skills matches=3; description matches=3; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,6602,Databases and SQL for Data Science with Python,3,title matches=3; skills matches=2; subject matches=1; description matches=3; level match=Beginner,0.95,AI-assisted
SQL database design for beginners,328,Rhetoric: The Art of Persuasive Writing and Public Speaking,0,No strong topical match found.,0.45,AI-assisted
PostgreSQL data engineering,19595,Up and Running With PostgreSQL 11,1,title matches=1,0.69,AI-assisted
PostgreSQL data engineering,20713,Beginner's Guide to PostgreSQL,1,title matches=1,0.69,AI-assisted
PostgreSQL data engineering,22321,The Complete Python/PostgreSQL Course 2.0,1,title matches=1,0.69,AI-assisted
PostgreSQL data engineering,24570,Data Engineering on Google Cloud Platform 日本語版,2,title matches=2,0.93,AI-assisted
PostgreSQL data engineering,8151,Data Engineering using AWS Data Analytics,2,title matches=2,0.93,AI-assisted
PostgreSQL data engineering,19842,Database modeling with golang & postgresql,2,title matches=2,0.93,AI-assisted
PostgreSQL data engineering,102,Introduction to SQL,3,skills matches=3; description matches=3,0.95,AI-assisted
PostgreSQL data engineering,422,Data Engineering,3,title matches=2; skills matches=2; subject matches=2; description matches=3,0.95,AI-assisted
PostgreSQL data engineering,474,Data Engineering Fundamentals,3,title matches=2; skills matches=2; subject matches=2; description matches=3,0.95,AI-assisted
PostgreSQL data engineering,2726,Introduction to Relational Databases (RDBMS),3,title matches=1; skills matches=2; description matches=3,0.95,AI-assisted
PostgreSQL data engineering,4352,SQL: A Practical Introduction for Querying Databases,3,title matches=1; skills matches=2; description matches=3,0.95,AI-assisted
PostgreSQL data engineering,6519,Data Engineering Capstone Project,3,title matches=2; skills matches=1; description matches=3,0.95,AI-assisted
PostgreSQL data engineering,1038,AI Skills for Engineers: Data Engineering and Data Pipelines,3,title matches=2; skills matches=2; subject matches=2; description matches=2,0.95,AI-assisted
PostgreSQL data engineering,217,Data Engineering Basics for Everyone,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
PostgreSQL data engineering,626,Python for Data Engineering Project,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
PostgreSQL data engineering,979,Database Design and Basic SQL in PostgreSQL,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
PostgreSQL data engineering,28,Computer Security and Systems Management Specialization,0,No strong topical match found.,0.45,AI-assisted
PostgreSQL data engineering,31,Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya,0,No strong topical match found.,0.45,AI-assisted
digital marketing for beginners,22284,Artificial Intelligence in Digital Marketing + Live Class,2,title matches=2; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,19418,Fortran For Beginners,2,title matches=2; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,21626,Elixir for Beginners,2,title matches=2; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,17188,Marketing Digital,3,title matches=2; skills matches=2; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,23244,Introduction to Social Media Marketing,2,title matches=1; skills matches=2; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,23149,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,3,title matches=3; skills matches=3; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,3443,Google Ads for Beginners,3,title matches=2; skills matches=2; description matches=1; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,5145,Notion for Beginners: Intro to AI Marketing Template Mastery,3,title matches=3; skills matches=2; description matches=4; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,5630,Automated Report Generation with Generative AI,2,description matches=4; level match=Beginner,0.85,AI-assisted
digital marketing for beginners,6342,Create corporate Newsletters with Canva,2,skills matches=2; description matches=3; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,6768,Digital Marketing Trends,3,title matches=2; skills matches=1; description matches=4; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,7480,Sell a product or a service with Canva,2,skills matches=2; description matches=3; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,1220,Oxford Digital Marketing: Disruptive Strategy Programme,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
digital marketing for beginners,15830,Transformação Digital: Marketing na Era dos Dados,3,title matches=3; skills matches=3; description matches=3; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,63,Copywriting for Digital Marketing,3,title matches=3; skills matches=2; description matches=3,0.95,AI-assisted
digital marketing for beginners,23155,Digital Analytics for Marketing Professionals: Marketing Analytics in Theory,3,title matches=3; skills matches=2; level match=Beginner,0.95,AI-assisted
digital marketing for beginners,59,Client Needs and Software Requirements,0,No strong topical match found.,0.45,AI-assisted
digital marketing for beginners,76,Game Design and Development with Unity 2020 Specialization,2,level match=Beginner Level,0.53,AI-assisted
social media marketing analytics,17188,Marketing Digital,3,title matches=1; skills matches=4,0.95,AI-assisted
social media marketing analytics,23348,Social Media Marketing,3,title matches=3; skills matches=4,0.95,AI-assisted
social media marketing analytics,23244,Introduction to Social Media Marketing,3,title matches=3; skills matches=3,0.95,AI-assisted
social media marketing analytics,20314,Meta Social Media Marketing,3,title matches=3; skills matches=4,0.95,AI-assisted
social media marketing analytics,17039,Marketing con Redes Sociales,3,title matches=2; skills matches=3,0.95,AI-assisted
social media marketing analytics,24054,"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising",3,title matches=2; skills matches=4,0.95,AI-assisted
social media marketing analytics,63,Copywriting for Digital Marketing,3,title matches=1; skills matches=3; description matches=3,0.95,AI-assisted
social media marketing analytics,107,Online Advertising & Social Media,3,title matches=2; skills matches=4; description matches=3,0.95,AI-assisted
social media marketing analytics,488,Marketing digital y sus análisis basado en datos,3,title matches=1; skills matches=4; description matches=3,0.95,AI-assisted
social media marketing analytics,612,Marketing digital y redes sociales,3,title matches=2; skills matches=4; description matches=4,0.95,AI-assisted
social media marketing analytics,654,Fundamentos del marketing digital,3,title matches=1; skills matches=2; description matches=4,0.95,AI-assisted
social media marketing analytics,742,Habilidades cuantitativas esenciales en economía y estadística,3,skills matches=4; description matches=1,0.95,AI-assisted
social media marketing analytics,2110,Measure and Optimize Social Media Marketing Campaigns,3,title matches=3; skills matches=4; description matches=3,0.95,AI-assisted
social media marketing analytics,2710,Introduction to Social Media Analytics,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
social media marketing analytics,3317,Hotel Digital Marketing and Social Media Strategy,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
social media marketing analytics,1162,Social Media Marketing,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
social media marketing analytics,26,Strategies for Supply Chain Digitalization,0,No strong topical match found.,0.45,AI-assisted
social media marketing analytics,30,(ISC)² Systems Security Certified Practitioner (SSCP),0,No strong topical match found.,0.45,AI-assisted
business analytics for decision making,23352,Business Analytics,3,title matches=2; skills matches=4; subject matches=1,0.95,AI-assisted
business analytics for decision making,24241,Analytics for Decision Making,3,title matches=4; skills matches=5; subject matches=1,0.95,AI-assisted
business analytics for decision making,21352,MySQL - Statistics for Data Science & Business Analytics,3,title matches=3,0.95,AI-assisted
business analytics for decision making,23052,Statistics for Business Analytics and Data Science A-Z™,3,title matches=3,0.95,AI-assisted
business analytics for decision making,24195,Practical Guide to Navigating Professional Relationships,3,skills matches=3; subject matches=1,0.95,AI-assisted
business analytics for decision making,5864,Business Analytics for Decision Making,3,title matches=5; skills matches=2; description matches=5,0.95,AI-assisted
business analytics for decision making,107,Online Advertising & Social Media,3,skills matches=4; subject matches=1; description matches=3,0.95,AI-assisted
business analytics for decision making,151,Digital Marketing Analytics: Tools and Techniques,3,title matches=1; skills matches=5; subject matches=1; description matches=5,0.95,AI-assisted
business analytics for decision making,241,Data Analytics for Business,3,title matches=3; skills matches=5; subject matches=1; description matches=5,0.95,AI-assisted
business analytics for decision making,249,Foundations of Modern Finance II,3,skills matches=3; description matches=5,0.95,AI-assisted
business analytics for decision making,271,Real Estate Financial Analytics,3,title matches=1; skills matches=3; description matches=5,0.95,AI-assisted
business analytics for decision making,353,Supply Chain Analytics.,3,title matches=1; skills matches=2; subject matches=1; description matches=4,0.95,AI-assisted
business analytics for decision making,1702,Business Analytics Fundamentals for Data Driven Decisions,3,title matches=4; skills matches=4; subject matches=1; description matches=5,0.95,AI-assisted
business analytics for decision making,916,Sport Analytics: Data Driven Decision Making,3,title matches=3; skills matches=5; subject matches=1; description matches=5,0.95,AI-assisted
business analytics for decision making,578,Analytics for Decision Making,3,title matches=4; skills matches=3; subject matches=1; description matches=5,0.95,AI-assisted
business analytics for decision making,1035,Accounting for Decision-Making,3,title matches=3; skills matches=4; subject matches=1; description matches=4,0.95,AI-assisted
business analytics for decision making,57,Real-World Product Management Specialization,0,No strong topical match found.,0.45,AI-assisted
business analytics for decision making,74,Virtual Reality Specialization,0,No strong topical match found.,0.45,AI-assisted
business strategy and management,14510,賽局與產業競爭策略 (Game Theory and Business Strategy),3,title matches=3,0.95,AI-assisted
business strategy and management,17268,Business Model Innovation,3,title matches=1; skills matches=3,0.95,AI-assisted
business strategy and management,23284,Strategic Management and Innovation,3,title matches=2; skills matches=3; subject matches=1,0.95,AI-assisted
business strategy and management,12733,Forex - Top Equity Management Strategy,3,title matches=2; subject matches=1,0.95,AI-assisted
business strategy and management,12885,Strategy layout and Backtesting,3,title matches=2; subject matches=1,0.95,AI-assisted
business strategy and management,213,Strategic Management,3,title matches=1; skills matches=3; subject matches=2; description matches=4,0.95,AI-assisted
business strategy and management,24,The Leader as Coach,3,skills matches=4; description matches=4,0.95,AI-assisted
business strategy and management,25,CRISPR: Gene-editing Applications,3,skills matches=4; description matches=2,0.95,AI-assisted
business strategy and management,26,Strategies for Supply Chain Digitalization,3,skills matches=4; subject matches=2; description matches=4,0.95,AI-assisted
business strategy and management,66,Applied Data Analysis and Visualisation for Business,3,title matches=2; skills matches=4; description matches=3,0.95,AI-assisted
business strategy and management,69,Decision Making,3,skills matches=4; description matches=3,0.95,AI-assisted
business strategy and management,89,Financial Accounting and Analysis,3,title matches=1; skills matches=4; subject matches=2; description matches=3,0.95,AI-assisted
business strategy and management,331,Sustainable Fashion: Brand and Business Strategy Program,3,title matches=3; skills matches=4; subject matches=2; description matches=4,0.95,AI-assisted
business strategy and management,209,Management in Engineering: Strategy and Leadership,3,title matches=3; skills matches=3; subject matches=2; description matches=3,0.95,AI-assisted
business strategy and management,904,Digital transformation as a business and innovation strategy,3,title matches=3; skills matches=3; subject matches=2; description matches=3,0.95,AI-assisted
business strategy and management,1299,Small Business: Growth and Management,3,title matches=3; skills matches=3; subject matches=2; description matches=4,0.95,AI-assisted
business strategy and management,1513,Bachelor of Science in Business and Management,3,title matches=3; skills matches=3; subject matches=2; description matches=3,0.95,AI-assisted
business strategy and management,145,Introduction to Human Resources (HR) leadership and HR management strategies,3,title matches=2; skills matches=4; subject matches=2; description matches=4,0.95,AI-assisted
finance for managers,12632,Essential Finance For Managers,3,title matches=3; subject matches=1,0.95,AI-assisted
finance for managers,12554,Business Accounts For Managers,3,title matches=2; subject matches=1,0.95,AI-assisted
finance for managers,13576,MBA Accounting and Finance for Managers(Paper MS04 of IGNOU),3,title matches=3; subject matches=1,0.95,AI-assisted
finance for managers,12672,Accounting Skills for Managers,3,title matches=2; subject matches=1,0.95,AI-assisted
finance for managers,23085,"Understanding Jira for users, managers and admins",2,title matches=2,0.93,AI-assisted
finance for managers,13418,Practical Finance,2,title matches=1; subject matches=1,0.85,AI-assisted
finance for managers,132,Public Sector Financial Reporting,2,skills matches=1; subject matches=1; description matches=3,0.95,AI-assisted
finance for managers,207,Corporate Finance,3,title matches=1; skills matches=1; subject matches=1; description matches=3,0.95,AI-assisted
finance for managers,239,Cost and Management Accounting,2,skills matches=1; subject matches=1; description matches=3,0.95,AI-assisted
finance for managers,254,Agile Project Management,2,skills matches=1; description matches=3,0.85,AI-assisted
finance for managers,255,Blockchain and the Future of Finance,3,title matches=1; skills matches=2; description matches=3,0.95,AI-assisted
finance for managers,257,Economics for Business,2,title matches=1; subject matches=1; description matches=2,0.95,AI-assisted
finance for managers,653,Machine learning with Python for finance professionals,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
finance for managers,1222,Oxford Entrepreneurship: Venture Finance Programme,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
finance for managers,1287,Oxford Executive Finance Programme,3,title matches=2; skills matches=2; subject matches=1; description matches=3,0.95,AI-assisted
finance for managers,1665,FinTech for Finance and Business Leaders,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
finance for managers,4702,Reinforcement Learning in Finance,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
finance for managers,3569,Finance for Non-Financial Managers,3,title matches=3; skills matches=1; description matches=3,0.95,AI-assisted
financial accounting and investment analysis,13870,Advanced Accounting for Investment Banking,2,title matches=2,0.93,AI-assisted
financial accounting and investment analysis,13390,Coaching Course:Investment Analysis for your clients,2,title matches=2,0.93,AI-assisted
financial accounting and investment analysis,13384,ChalkTalk: Financial Accounting,2,title matches=2,0.93,AI-assisted
financial accounting and investment analysis,12537,Financial Accounting For Beginners,2,title matches=2,0.93,AI-assisted
financial accounting and investment analysis,23584,Finance for Technical Managers,3,skills matches=5,0.95,AI-assisted
financial accounting and investment analysis,16906,Value Chain Management,2,skills matches=3,0.93,AI-assisted
financial accounting and investment analysis,183,Trading - Fundamentals of Technical Analysis,3,title matches=1; skills matches=4; description matches=3,0.95,AI-assisted
financial accounting and investment analysis,203,Essential Career Skills for Investment Banking and Finance,3,title matches=2; skills matches=5; description matches=3,0.95,AI-assisted
financial accounting and investment analysis,207,Corporate Finance,3,skills matches=5; description matches=3,0.95,AI-assisted
financial accounting and investment analysis,218,Financial Market Analysis,3,title matches=2; skills matches=4; description matches=4,0.95,AI-assisted
financial accounting and investment analysis,232,Foundations of Corporate Finance,3,skills matches=4; subject matches=1; description matches=5,0.95,AI-assisted
financial accounting and investment analysis,249,Foundations of Modern Finance II,3,skills matches=5; subject matches=1; description matches=4,0.95,AI-assisted
financial accounting and investment analysis,89,Financial Accounting and Analysis,3,title matches=4; skills matches=4; description matches=3,0.95,AI-assisted
financial accounting and investment analysis,2639,Investment Banking: Financial Analysis and Valuation,3,title matches=4; skills matches=4; description matches=5,0.95,AI-assisted
financial accounting and investment analysis,1034,Financial Analysis of Insurance Companies – Industry Overview and Analysis of Financial and Regulatory Reporting,3,title matches=3; skills matches=5; description matches=5,0.95,AI-assisted
financial accounting and investment analysis,1247,Commercial Real Estate Analysis and Investment,3,title matches=3; skills matches=5; description matches=4,0.95,AI-assisted
financial accounting and investment analysis,1257,Financial Modelling and Analysis,3,title matches=3; skills matches=4; subject matches=1; description matches=4,0.95,AI-assisted
financial accounting and investment analysis,350,Financial Analysis and Management Accounting,3,title matches=4; skills matches=3; description matches=4,0.95,AI-assisted
project management certification,20310,Flowgear Technical Certification,1,title matches=1,0.69,AI-assisted
project management certification,13965,Apply finance concepts for smart project management,2,title matches=2,0.93,AI-assisted
project management certification,19714,Introduction to Docker and the DCA Certification,1,title matches=1,0.69,AI-assisted
project management certification,23280,Product Management Certification,3,title matches=2; skills matches=2; certification match=Unknown,0.95,AI-assisted
project management certification,13276,Introduction to Project Management for Finance and Acct'g,2,title matches=2,0.93,AI-assisted
project management certification,17595,Effective Communication for Project Stakeholders and Teams,2,title matches=1; description matches=3; certification match=Unknown,0.95,AI-assisted
project management certification,26,Strategies for Supply Chain Digitalization,2,skills matches=1; subject matches=1; description matches=3,0.95,AI-assisted
project management certification,138,Applied Scrum for Agile Project Management,3,title matches=2; skills matches=3; subject matches=1; description matches=3,0.95,AI-assisted
project management certification,153,A Complete Guide to Game Design,2,skills matches=1; description matches=3,0.85,AI-assisted
project management certification,222,MATLAB Essentials,2,skills matches=1; description matches=2; certification match=Unknown,0.85,AI-assisted
project management certification,254,Agile Project Management,3,title matches=2; skills matches=3; subject matches=1; description matches=3,0.95,AI-assisted
project management certification,275,Agile Leadership Principles and Practices,3,skills matches=3; subject matches=1; description matches=3,0.95,AI-assisted
project management certification,1484,Fundamentals of Project Management,3,title matches=2; skills matches=3; subject matches=1; description matches=2,0.95,AI-assisted
project management certification,1561,"Project Management Professional (PMP) Exam Prep Training- Crystalizing Methods, Terminology and Techniques.",3,title matches=2; skills matches=3; subject matches=1; description matches=3,0.95,AI-assisted
project management certification,10621,Guide™ to Project Management and PMI-PMP Certification Exam,3,title matches=3; skills matches=2; description matches=3; certification match=Unknown,0.95,AI-assisted
project management certification,150,Strategic Project Management,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
project management certification,33,IT Support Google Professional Certificate,2,certification match=Shareable Certificate,0.53,AI-assisted
project management certification,36,Palo Alto Networks Cybersecurity Professional Certificate,2,certification match=Shareable Certificate,0.53,AI-assisted
agile project management for beginners,20462,Jira Agile Project Management for Beginners-Bonus Confluence,3,title matches=5; level match=Beginner,0.95,AI-assisted
agile project management for beginners,22543,The Complete JIRA Agile Project Management Course,3,title matches=3; level match=Beginner,0.95,AI-assisted
agile project management for beginners,19653,Creating and Running an Agile Project in JIRA,2,title matches=2,0.93,AI-assisted
agile project management for beginners,23343,Software Product Management,3,title matches=1; skills matches=3; level match=Beginner,0.95,AI-assisted
agile project management for beginners,22332,Google Agile Essentials,3,title matches=1; skills matches=3; level match=Beginner,0.95,AI-assisted
agile project management for beginners,19418,Fortran For Beginners,2,title matches=2; level match=Beginner,0.95,AI-assisted
agile project management for beginners,401,DevOps and Software Engineering,3,skills matches=2; subject matches=1; description matches=4,0.95,AI-assisted
agile project management for beginners,2702,Introduction to Scrum Master Training,3,skills matches=3; description matches=4; level match=Beginner,0.95,AI-assisted
agile project management for beginners,3987,Trello for Beginners,3,title matches=2; skills matches=3; description matches=3; level match=Beginner,0.95,AI-assisted
agile project management for beginners,4216,Scrum Master Certification Practice,3,skills matches=3; description matches=2; level match=Beginner,0.95,AI-assisted
agile project management for beginners,4218,Scrum Master Certification Exam Preparation,3,skills matches=3; description matches=3; level match=Beginner,0.95,AI-assisted
agile project management for beginners,6282,Create User Stories in Jira,3,skills matches=3; description matches=5; level match=Beginner,0.95,AI-assisted
agile project management for beginners,138,Applied Scrum for Agile Project Management,3,title matches=4; skills matches=4; subject matches=1; description matches=4,0.95,AI-assisted
agile project management for beginners,254,Agile Project Management,3,title matches=3; skills matches=4; subject matches=1; description matches=4,0.95,AI-assisted
agile project management for beginners,1313,Agile Project Management,3,title matches=3; skills matches=4; subject matches=1; description matches=4,0.95,AI-assisted
agile project management for beginners,8272,PM4R Agile: 5 steps for hybrid management of projects,3,title matches=4; skills matches=3; description matches=4; level match=Beginner,0.95,AI-assisted
agile project management for beginners,13590,Agile Masterclass: Agile for Project Management,3,title matches=4; skills matches=3; description matches=4; level match=Beginner,0.95,AI-assisted
agile project management for beginners,320,Data Science and Agile Systems for Product Management,3,title matches=3; skills matches=3; subject matches=1; description matches=3,0.95,AI-assisted
graphic design with Adobe Photoshop,12018,誰でもわかる Adobe Photoshop CS5,3,title matches=2; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,12142,Adobe Photoshop Essentials: Master Adobe Photoshop CS6,3,title matches=2; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,11904,An Easy Introduction to Adobe Photoshop,3,title matches=2; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,12234,Adobe Photoshop pentru Social Media,3,title matches=2; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,12064,Master Adobe Photoshop Lightroom CC - From Beginner to Advan,3,title matches=2; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,12015,Uso Básico de Adobe Photoshop,3,title matches=2; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,3417,Graphic Design,3,title matches=2; skills matches=2; description matches=5,0.95,AI-assisted
graphic design with Adobe Photoshop,3774,"User Interface Design: Principles, Prototyping, Practices",3,title matches=1; skills matches=2; description matches=5,0.95,AI-assisted
graphic design with Adobe Photoshop,3937,"UX Design: Research, Prototyping, Accessible Interactions",3,title matches=1; skills matches=1; description matches=5,0.95,AI-assisted
graphic design with Adobe Photoshop,4222,Low Poly Art For Video Games,3,skills matches=4; description matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,4304,Pixel Art for Video Games,3,skills matches=4; description matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,5348,Adobe Photoshop for Beginners: Generative AI Images,3,title matches=2; skills matches=4; description matches=5,0.95,AI-assisted
graphic design with Adobe Photoshop,18309,3D Models with Adobe Photoshop: Design a Pickleball Paddle,3,title matches=4; skills matches=4; description matches=5,0.95,AI-assisted
graphic design with Adobe Photoshop,10419,How to Create Realistic Reflections with Adobe Photoshop,3,title matches=3; skills matches=4; description matches=5,0.95,AI-assisted
graphic design with Adobe Photoshop,17506,Adobe Graphic Designer,3,title matches=3; skills matches=4,0.95,AI-assisted
graphic design with Adobe Photoshop,11706,Master Graphic Design Using Photoshop with Rachael,3,title matches=4; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,11923,The Business Graphic Design with Photoshop & Illustrator,3,title matches=4; subject matches=2,0.95,AI-assisted
graphic design with Adobe Photoshop,1164,Graphic Design,3,title matches=2; skills matches=3; subject matches=1; description matches=4,0.95,AI-assisted
UI UX design portfolio,21642,"UI&UX Design , Animation And Material design In Javafx",3,title matches=3,0.95,AI-assisted
UI UX design portfolio,21536,UI UX Design Hybrid from Figma to HTML CSS and JavaScript,3,title matches=3,0.95,AI-assisted
UI UX design portfolio,11885,Mobile App Design in Photoshop from Scratch - UI & UX DESIGN,3,title matches=3; subject matches=1,0.95,AI-assisted
UI UX design portfolio,20779,UX Design- From Beginner to Professional UX Designer: 4-in-1,2,title matches=2,0.93,AI-assisted
UI UX design portfolio,12100,Learn UI/UX and Mobile App Design in Photoshop from Scratch,3,title matches=3; subject matches=1,0.95,AI-assisted
UI UX design portfolio,8137,"iOS 12 & Swift 5 - App Design, UI/UX plus Development",3,title matches=3,0.95,AI-assisted
UI UX design portfolio,72,Build Wireframes and Low-Fidelity Prototypes,3,title matches=1; skills matches=2; subject matches=1; description matches=4,0.95,AI-assisted
UI UX design portfolio,98,Design a User Experience for Social Good & Prepare for Jobs,3,title matches=1; skills matches=2; subject matches=1; description matches=4,0.95,AI-assisted
